Product_Collection,Vertical_Segment,Launch_Year,Lithography,Recommended_Customer_Price,nb_of_Cores,nb_of_Threads,Processor_Base_Frequency,Cache,Instruction_Set,TDP,Max_Memory_Size,Max_nb_of_Memory_Channels,Max_Memory_Bandwidth
Legacy Intel Atom® Processors,Mobile,2008.25,45,20,1,8.731416549789621,1.1,512,32-bit,2,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel Atom® Processors,Mobile,2008.25,45,20,1,8.731416549789621,1.1,512,32-bit,2.2,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel Atom® Processors,Mobile,2008.25,45,27,1,8.731416549789621,1.1,512,32-bit,2.2,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel Atom® Processors,Desktop,2008.25,45,29,1,8.731416549789621,1.6,512,64-bit,4,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel Atom® Processors,Mobile,2008.25,45,310.6126932084309,1,8.731416549789621,1.33,512,32-bit,2,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel Atom® Processors,Mobile,2008.25,45,50,1,8.731416549789621,1.33,512,32-bit,2.2,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel Atom® Processors,Mobile,2008.25,45,65,1,8.731416549789621,1.6,512,32-bit,2,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel Atom® Processors,Mobile,2008.25,45,65,1,8.731416549789621,1.6,512,32-bit,2.2,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel Atom® Processors,Mobile,2008.25,45,310.6126932084309,1,8.731416549789621,1.86,512,32-bit,2.4,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel Atom® Processors,Mobile,2008.25,45,32,1,8.731416549789621,1.6,512,32-bit,2.5,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2008.25,45,310.6126932084309,2,8.731416549789621,3,6,64-bit,40,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2008.25,65,310.6126932084309,2,8.731416549789621,1.8,2,64-bit,35,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2008.25,45,310.6126932084309,2,8.731416549789621,2.53,3,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2008.25,45,310.6126932084309,2,8.731416549789621,2.83,6,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Mobile,2008.25,65,310.6126932084309,1,8.731416549789621,2.26,1,64-bit,31,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Desktop,2008.25,65,310.6126932084309,2,8.731416549789621,2,512,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Mobile,2008,65,310.6126932084309,2,8.731416549789621,1.73,1,64-bit,35,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2008,65,310.6126932084309,2,8.731416549789621,2.4,1,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2008,45,68,2,8.731416549789621,2.93,2,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2008,45,62,2,8.731416549789621,2.6,2,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2008,45,317,2,8.731416549789621,2.33,6,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2008,45,703,4,8.731416549789621,2.83,12,64-bit,80,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Embedded,2008,45,649,2,8.731416549789621,3,6,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Embedded,2008,45,494,4,8.731416549789621,2.13,12,64-bit,40,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2008,45,310.6126932084309,4,8.731416549789621,2.5,6,64-bit,95,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2008,45,351,4,8.731416549789621,2.33,12,64-bit,50,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Embedded,2008,45,560,2,8.731416549789621,2.66,6,64-bit,35,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2008,45,413,4,8.731416549789621,2.5,12,64-bit,50,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2008,45,268,4,8.731416549789621,2.66,12,64-bit,95,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2008,45,179,2,8.731416549789621,3,6,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2008,45,287,4,8.731416549789621,2.83,12,64-bit,95,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Embedded,2008,45,310.6126932084309,1,8.731416549789621,2.4,3,64-bit,30,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2008,65,310.6126932084309,2,8.731416549789621,1.33,2,64-bit,10,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2008,65,310.6126932084309,2,8.731416549789621,2,2,64-bit,35,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2008,45,310.6126932084309,2,8.731416549789621,2.1,3,64-bit,35,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2008,45,310.6126932084309,2,8.731416549789621,2.4,3,64-bit,35,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2008,45,310.6126932084309,2,8.731416549789621,2.5,6,64-bit,35,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2008,45,310.6126932084309,2,8.731416549789621,2.6,6,64-bit,35,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2008,65,310.6126932084309,2,8.731416549789621,2.6,2,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2008,45,110,2,8.731416549789621,2.8,3,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2008,45,310.6126932084309,2,8.731416549789621,2.66,6,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2008,45,310.6126932084309,2,8.731416549789621,2.66,6,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2008,45,149,2,8.731416549789621,3,6,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2008,45,200,2,8.731416549789621,3.16,6,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2008,45,200,4,8.731416549789621,2.5,6,64-bit,95,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2008,45,310.6126932084309,4,8.731416549789621,2.66,12,64-bit,95,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2008,45,287,4,8.731416549789621,2.83,12,64-bit,95,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2008,45,310.6126932084309,4,8.731416549789621,3.2,12,64-bit,136,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2008,45,310.6126932084309,4,8.731416549789621,3.2,12,64-bit,150,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2008,45,310.6126932084309,2,8.731416549789621,2.8,6,64-bit,44,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Desktop,2008,65,310.6126932084309,2,8.731416549789621,1.6,512,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Mobile,2008,65,310.6126932084309,1,8.731416549789621,2.13,1,64-bit,31,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Mobile,2007.75,65,310.6126932084309,2,8.731416549789621,1.6,1,64-bit,35,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2007.75,65,310.6126932084309,2,8.731416549789621,2.2,1,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Mobile,2007.75,65,310.6126932084309,2,8.731416549789621,1.46,1,64-bit,35,122.35792439372325,2.6157112526539277,35.07890148212729
Intel® Itanium® Processor 9100 Series,Server,2007.75,90,696,1,8.731416549789621,1.6,12,Itanium 64-bit,75,122.35792439372325,2.6157112526539277,35.07890148212729
Intel® Itanium® Processor 9100 Series,Server,2007.75,90,910,2,8.731416549789621,1.42,12,Itanium 64-bit,104,122.35792439372325,2.6157112526539277,35.07890148212729
Intel® Itanium® Processor 9100 Series,Server,2007.75,90,1,2,8.731416549789621,1.66,8,Itanium 64-bit,104,122.35792439372325,2.6157112526539277,35.07890148212729
Intel® Itanium® Processor 9100 Series,Server,2007.75,90,1,2,8.731416549789621,1.66,18,Itanium 64-bit,104,122.35792439372325,2.6157112526539277,35.07890148212729
Intel® Itanium® Processor 9100 Series,Server,2007.75,90,1,2,8.731416549789621,1.6,18,Itanium 64-bit,104,122.35792439372325,2.6157112526539277,35.07890148212729
Intel® Itanium® Processor 9100 Series,Server,2007.75,90,3,2,8.731416549789621,1.66,24,Itanium 64-bit,104,122.35792439372325,2.6157112526539277,35.07890148212729
Intel® Itanium® Processor 9100 Series,Server,2007.75,90,3,2,8.731416549789621,1.6,24,Itanium 64-bit,104,122.35792439372325,2.6157112526539277,35.07890148212729
Intel® Itanium® Processor 9100 Series,Server,2007.75,90,310.6126932084309,2,8.731416549789621,1.66,24,Itanium 64-bit,104,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2007.75,45,231,4,8.731416549789621,2,12,64-bit,80,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2007.75,45,284,4,8.731416549789621,2.33,12,64-bit,80,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2007.75,45,347,4,8.731416549789621,2.5,12,64-bit,80,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2007.75,45,310.6126932084309,2,8.731416549789621,1.86,6,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2007.75,45,491,4,8.731416549789621,2.66,12,64-bit,80,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2007.75,45,969,4,8.731416549789621,3,12,64-bit,80,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2007.75,45,310.6126932084309,4,8.731416549789621,2.8,12,64-bit,80,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2007.75,45,310.6126932084309,4,8.731416549789621,3,12,64-bit,80,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2007.75,45,912,4,8.731416549789621,3,12,64-bit,120,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2007.75,65,310.6126932084309,2,8.731416549789621,2.33,4,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2007.75,45,1,4,8.731416549789621,3.16,12,64-bit,120,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2007.75,45,310.6126932084309,2,8.731416549789621,3.33,6,64-bit,80,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2007.75,45,310.6126932084309,4,8.731416549789621,3,12,64-bit,120,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2007.75,45,310.6126932084309,2,8.731416549789621,3.4,6,64-bit,80,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2007.75,45,310.6126932084309,4,8.731416549789621,3.2,12,64-bit,150,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2007.75,65,310.6126932084309,2,8.731416549789621,2.4,2,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2007.75,45,310.6126932084309,4,8.731416549789621,3,12,64-bit,130,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Desktop,2007.75,65,310.6126932084309,1,8.731416549789621,1.2,512,64-bit,19,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2007.5,65,310.6126932084309,2,8.731416549789621,2,1,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2007.5,65,310.6126932084309,4,8.731416549789621,1.6,4,64-bit,80,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2007.5,65,310.6126932084309,4,8.731416549789621,2.13,4,64-bit,80,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2007.5,65,310.6126932084309,4,8.731416549789621,2.4,6,64-bit,80,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2007.5,65,310.6126932084309,4,8.731416549789621,2.4,8,64-bit,80,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2007.5,65,310.6126932084309,4,8.731416549789621,2,8,64-bit,50,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2007.5,65,310.6126932084309,4,8.731416549789621,1.86,8,64-bit,50,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2007.5,65,310.6126932084309,2,8.731416549789621,2.4,8,64-bit,80,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2007.5,65,310.6126932084309,4,8.731416549789621,2.66,8,64-bit,95,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2007.5,65,310.6126932084309,4,8.731416549789621,2.93,8,64-bit,130,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2007.5,65,310.6126932084309,2,8.731416549789621,2.93,8,64-bit,80,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2007.5,65,310.6126932084309,4,8.731416549789621,3,8,64-bit,150,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2007.5,65,310.6126932084309,1,8.731416549789621,1.06,1,64-bit,5.5,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2007.5,65,310.6126932084309,1,8.731416549789621,1.2,1,64-bit,5.5,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2007.5,65,310.6126932084309,2,8.731416549789621,2,2,64-bit,35,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2007.5,65,310.6126932084309,2,8.731416549789621,2.33,4,64-bit,34,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2007.5,65,310.6126932084309,2,8.731416549789621,2.6,4,64-bit,35,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2007.5,65,310.6126932084309,2,8.731416549789621,1.8,4,64-bit,17,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2007.5,65,310.6126932084309,2,8.731416549789621,2.2,2,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2007.5,65,310.6126932084309,2,8.731416549789621,2.33,4,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2007.5,65,310.6126932084309,2,8.731416549789621,2.33,4,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2007.5,65,310.6126932084309,2,8.731416549789621,2.66,4,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2007.5,65,310.6126932084309,2,8.731416549789621,3,4,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2007.5,65,310.6126932084309,4,8.731416549789621,2.66,8,64-bit,105,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2007.5,65,310.6126932084309,4,8.731416549789621,3,8,64-bit,130,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2007.5,65,310.6126932084309,2,8.731416549789621,2.6,4,64-bit,44,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2007.5,65,310.6126932084309,2,8.731416549789621,2.8,4,64-bit,44,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Mobile,2007.5,65,310.6126932084309,1,8.731416549789621,930,1,64-bit,5.5,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Mobile,2007.5,65,310.6126932084309,1,8.731416549789621,1.86,1,64-bit,30,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Mobile,2007.25,65,310.6126932084309,2,8.731416549789621,1.86,1,32-bit,31,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Mobile,2007.25,65,310.6126932084309,2,8.731416549789621,1.73,1,32-bit,31,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2007.25,65,310.6126932084309,2,8.731416549789621,1.6,1,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2007.25,65,310.6126932084309,2,8.731416549789621,1.2,2,64-bit,10,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2007.25,65,310.6126932084309,2,8.731416549789621,1.8,2,64-bit,35,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2007.25,65,310.6126932084309,2,8.731416549789621,2,4,64-bit,35,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2007.25,65,310.6126932084309,2,8.731416549789621,2.4,4,64-bit,35,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2007.25,65,310.6126932084309,2,8.731416549789621,1.4,4,64-bit,17,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2007.25,65,310.6126932084309,2,8.731416549789621,2,2,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2007.25,65,310.6126932084309,2,8.731416549789621,1.86,4,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2007.25,65,310.6126932084309,2,8.731416549789621,2.13,4,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2007.25,65,310.6126932084309,4,8.731416549789621,2.93,8,64-bit,130,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Desktop,2007.25,65,37,1,8.731416549789621,1.8,512,64-bit,35,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Desktop,2007.25,65,310.6126932084309,1,8.731416549789621,1.6,512,64-bit,35,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2007,65,84,2,8.731416549789621,3.2,4,64-bit,95,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Mobile,2007,65,310.6126932084309,2,8.731416549789621,1.6,1,32-bit,31,122.35792439372325,2.6157112526539277,35.07890148212729
Intel® Itanium® Processor 9000 Series,Server,2007,90,310.6126932084309,2,8.731416549789621,1.4,12,Itanium 64-bit,104,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2007,65,310.6126932084309,4,8.731416549789621,2,8,64-bit,80,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2007,65,310.6126932084309,4,8.731416549789621,2.33,8,64-bit,80,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2007,65,310.6126932084309,4,8.731416549789621,1.6,8,64-bit,50,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2007,65,310.6126932084309,4,8.731416549789621,1.6,8,64-bit,40,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2007,65,310.6126932084309,4,8.731416549789621,1.86,8,64-bit,50,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2007,65,310.6126932084309,4,8.731416549789621,2.13,8,64-bit,105,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2007,65,310.6126932084309,4,8.731416549789621,2.4,8,64-bit,105,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Desktop,2007,65,310.6126932084309,1,8.731416549789621,3.6,512,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2007,65,310.6126932084309,2,8.731416549789621,1.33,4,64-bit,17,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2007,65,310.6126932084309,4,8.731416549789621,2.4,8,64-bit,105,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Mobile,2007,65,310.6126932084309,1,8.731416549789621,1.73,1,64-bit,27,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Desktop,2007,65,310.6126932084309,1,8.731416549789621,1.83,1,32-bit,27,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Mobile,2007,65,310.6126932084309,1,8.731416549789621,1.6,1,64-bit,30,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2006.75,65,310.6126932084309,4,8.731416549789621,1.6,8,64-bit,80,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2006.75,65,310.6126932084309,4,8.731416549789621,1.86,8,64-bit,80,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2006.75,65,310.6126932084309,4,8.731416549789621,2.66,8,64-bit,120,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2006.75,65,310.6126932084309,4,8.731416549789621,2.66,8,64-bit,130,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Desktop,2006.75,65,310.6126932084309,1,8.731416549789621,3.46,512,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Desktop,2006.75,65,310.6126932084309,1,8.731416549789621,3.06,512,64-bit,86,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2006.5,65,163,2,8.731416549789621,3.4,4,64-bit,95,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2006.5,65,74,2,8.731416549789621,3,4,64-bit,95,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2006.5,65,310.6126932084309,2,8.731416549789621,1.8,1,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2006.5,65,74,2,8.731416549789621,2.8,4,64-bit,95,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2006.5,65,310.6126932084309,2,8.731416549789621,2.16,2,32-bit,31,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2006.5,65,310.6126932084309,2,8.731416549789621,1.06,2,64-bit,10,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2006.5,65,310.6126932084309,2,8.731416549789621,1.06,2,64-bit,10,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2006.5,65,213,2,8.731416549789621,2.16,4,64-bit,34,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2006.5,65,310.6126932084309,2,8.731416549789621,2.2,4,64-bit,35,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2006.5,65,310.6126932084309,2,8.731416549789621,1.5,4,64-bit,17,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2006.5,65,310.6126932084309,2,8.731416549789621,1.6,4,64-bit,17,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2006.5,65,310.6126932084309,2,8.731416549789621,1.8,2,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2006.5,65,310.6126932084309,2,8.731416549789621,1.86,2,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2006.5,65,310.6126932084309,2,8.731416549789621,2.13,2,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2006.5,65,310.6126932084309,2,8.731416549789621,2.4,4,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2006.5,65,310.6126932084309,2,8.731416549789621,2.66,4,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2006.5,65,310.6126932084309,2,8.731416549789621,2.93,4,64-bit,75,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Mobile,2006.5,65,310.6126932084309,1,8.731416549789621,1,512,64-bit,10,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Mobile,2006.5,65,310.6126932084309,1,8.731416549789621,2,1,64-bit,31,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Desktop,2006.5,65,310.6126932084309,1,8.731416549789621,2,512,64-bit,35,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Mobile,2006.5,65,310.6126932084309,1,8.731416549789621,2,1,64-bit,31,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Desktop,2006.5,65,47,2,8.731416549789621,2.2,512,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Mobile,2006.5,65,310.6126932084309,1,8.731416549789621,1.73,1,64-bit,30,122.35792439372325,2.6157112526539277,35.07890148212729
